dice,iou,accuracy,precision,recall,filename,error
0.022519735702442527,0.011388096310757372,0.7321302625868056,0.01143675849587774,0.728,RGB_mo075_2020_n_01_10_0.png,0.2678697374131944
0.12491818606825619,0.06662012566071607,0.8730604383680556,0.06806602812308947,0.7582292849035187,RGB_mo075_2020_n_02_07_0.png,0.12693956163194442
0.04600819556309171,0.02354574643487316,0.7710706922743056,0.023823460547881058,0.6688578471651603,RGB_mo075_2020_n_02_10_0.png,0.22892930772569442
0.2730605131903131,0.15811817106270443,0.9179619683159722,0.1628440366972477,0.8449237634808479,RGB_mo075_2020_n_04_11_0.png,0.08203803168402779
0.014477917519742615,0.007291743389555867,0.7257893880208334,0.0073217631397298095,0.6400862068965517,RGB_mo075_2020_n_05_05_0.png,0.27421061197916663
0.08400113132836806,0.043841952467647494,0.8682183159722222,0.04418766117833763,0.8485714285714285,RGB_mo075_2020_n_05_08_0.png,0.1317816840277778
0.1580579193878224,0.08581047202922427,0.9134453667534722,0.0875219170075979,0.8144119646498981,RGB_mo075_2020_n_05_10_0.png,0.08655463324652779
0.09397417503586801,0.04930372600677456,0.8800862630208334,0.04980447534216815,0.8306159420289855,RGB_mo075_2020_n_05_13_0.png,0.11991373697916663
0.24395329441201,0.13892187128947994,0.9016384548611112,0.1441596845736816,0.7926829268292683,RGB_mo075_2020_n_07_05_0.png,0.09836154513888884
0.13372305443916696,0.07165231010180109,0.9196031358506944,0.07238924050632911,0.8755980861244019,RGB_mo075_2020_n_08_03_0.png,0.08039686414930558
0.03892762284196547,0.019850171414060185,0.8429497612847222,0.01993030766615672,0.8315602836879432,RGB_mo075_2020_n_10_10_0.png,0.1570502387152778
0.11271373735023846,0.05972265023112481,0.8965386284722222,0.060396409872849666,0.8426086956521739,RGB_mo075_2020_n_14_07_0.png,0.10346137152777779
0.12435280225270233,0.06629861010218413,0.7384982638888888,0.06720007853917141,0.8317132442284325,RGB_mo075_2020_n_16_02_0.png,0.26150173611111116
0.01734887503388452,0.008750341810226962,0.77874755859375,0.0088008800880088,0.6037735849056604,RGB_mo075_2020_n_17_03_0.png,0.22125244140625
0.03742168054244271,0.01906761130062101,0.9239434136284722,0.019163150492264417,0.7927272727272727,RGB_mo097_2018_n_01_01_0.png,0.07605658637152779
0.050930064888248014,0.026130445075757576,0.7768215603298612,0.026223568543597055,0.8803589232303091,RGB_mo097_2018_n_01_13_0.png,0.22317843967013884
0.14261116175427935,0.07678045588395681,0.9425930447048612,0.0773966578715919,0.9060489060489061,RGB_mo097_2018_n_02_03_0.png,0.05740695529513884
0.015081723625557207,0.007598158475876782,0.8201904296875,0.007633874849578821,0.6189024390243902,RGB_mo097_2018_n_02_12_0.png,0.1798095703125
0.027394351242301974,0.01388739369146302,0.8136393229166666,0.013940922190201729,0.7834008097165992,RGB_mo097_2018_n_03_02_0.png,0.18636067708333337
0.14835131096874551,0.08011849755709327,0.7178209092881944,0.08205778462095825,0.7722139356488387,RGB_mo097_2018_n_03_16_0.png,0.2821790907118056
0.18960437237129169,0.1047309049346519,0.7556491427951388,0.10704490044697278,0.8289085545722714,RGB_mo097_2018_n_03_17_0.png,0.24435085720486116
0.10208934941396297,0.05379038754139443,0.9283040364583334,0.054144144144144146,0.8916913946587537,RGB_mo097_2018_n_04_02_0.png,0.07169596354166663
0.09872279050348244,0.051924458995448376,0.6779310438368056,0.05287875091485728,0.7420827389443652,RGB_mo097_2018_n_04_04_0.png,0.3220689561631944
0.029890363531448354,0.015171929002401734,0.885986328125,0.015231710185838626,0.7944785276073619,RGB_mo097_2018_n_04_05_0.png,0.114013671875
0.029042604237694773,0.014735277535749065,0.7392645941840278,0.014830289899927783,0.696969696969697,RGB_mo097_2018_n_04_08_0.png,0.2607354058159722
0.05827015660450446,0.030009404656730028,0.7691786024305556,0.030234294246008958,0.8013698630136986,RGB_mo097_2018_n_04_14_0.png,0.23082139756944442
0.10634893903671269,0.05616078971941838,0.8560519748263888,0.05661646046261431,0.8746537396121884,RGB_mo097_2018_n_04_15_0.png,0.14394802517361116
0.10270054543035785,0.054129855560229985,0.8627726236979166,0.054560874481718806,0.8726450640542577,RGB_mo097_2018_n_04_18_0.png,0.13722737630208337
0.021568012977676184,0.010901569080541166,0.6400485568576388,0.010946036973280443,0.7285180572851806,RGB_mo097_2018_n_05_14_0.png,0.35995144314236116
0.09999620363691583,0.05262947570332481,0.8392266167534722,0.05320782159017453,0.828823159219635,RGB_mo097_2018_n_06_08_0.png,0.1607733832465278
0.10413948523306844,0.05492992992992993,0.8975558810763888,0.05533148474918074,0.8832997987927566,RGB_mo097_2018_n_06_10_0.png,0.10244411892361116
0.032444903746785554,0.016489959446914546,0.7269761827256944,0.01657010997643362,0.7731958762886598,RGB_mo097_2018_n_06_15_0.png,0.2730238172743056
0.03962428464792237,0.02021259717594796,0.7905951605902778,0.020338441890166026,0.765625,RGB_mo097_2018_n_06_17_0.png,0.2094048394097222
0.04547991071428571,0.023269093504639543,0.8143988715277778,0.023342402978662465,0.8810810810810811,RGB_mo097_2018_n_06_18_0.png,0.1856011284722222
0.047038093961274015,0.02408551534765127,0.6625637478298612,0.02435155072578726,0.6879551820728291,RGB_mo097_2018_n_07_10_0.png,0.33743625217013884
0.02701959436232382,0.013694811304317524,0.8080512152777778,0.013739337155642567,0.808641975308642,RGB_mo097_2018_n_07_11_0.png,0.1919487847222222
0.057341864420507004,0.02951721837738681,0.8421359592013888,0.02964824120603015,0.8697788697788698,RGB_mo097_2018_n_07_17_0.png,0.15786404079861116
0.1504210404890991,0.08132717974304603,0.9001057942708334,0.08205386357915932,0.9017980636237898,RGB_mo097_2018_n_08_15_0.png,0.09989420572916663
